cluster_id,score,summary
40,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Trong phiên cuối tuần giá cà_phê thế_giới tiếp_tục giảm do lo_ngại nông_dân Brazil bán mạnh hàng vụ mới khi Arabica bắt_đầu thu_hái.Theo phân_tích kỹ_thuật giá cà_phê robusta vẫn đang giằng_co tích_lũy chưa bứt_phá được vùng 1995200.Giá cà_phê trên cả hai sàn kỳ_hạn đồng_loạt suy_yếu do thiếu_vắng nhà_đầu_tư trong một phiên giao_dịch buồn_tẻ với khối_lượng thấp.Hiện_tượng tăng này cũng không phải vì do nhu_cầu tiêu_thụ mà do yếu_tố tiền_tệ.Tuy_nhiên với việc thiếu_vắng dòng tiền đầu_cơ vì không có nhiều thông_tin hỗ_trợ tích_cực giá Arabica vẫn trong xu_hướng giảm trong ngắn_hạn với vùng kháng_cự gần là 210212 và xa hơn là vùng 203205.Bên_cạnh đó lạm_phát và giá cà_phê thành_phẩm tăng cao cũng làm giảm sức_mua toàn_cầu
41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Với việc Apple triển_khai phiên_bản iPhone 14 hỗ_trợ eSIM hoàn_toàn một_số người coi đây là dấu_hiệu cho thấy iPhone sẽ là một thiết_bị không còn trang_bị cổng kết_nối nào trong tương lại.Mức giá của dòng iPhone 14 dự_kiến sẽ đắt hơn 100 USD so với dòng iPhone 13 tiền_nhiệm.Tình_trạng này đã khiến nhiều người nghi_ngại rằng iPhone 14 series sẽ bị lùi lịch ra_mắt.Theo tin_đồn rò_rỉ Apple có_thể ra_mắt dòng iPhone 14 vào ngày 139.Về cấu_hình iPhone 14 và 14_Max nhiều khả_năng vẫn dùng chip xử_lý A15_Bionic giống iPhone 13.Nhưng giờ_đây các nguồn tin đã khẳng_định rằng iPhone 14 vẫn sẽ ra_mắt đúng_hẹn vào tháng 9 tới.Bắt_đầu với thị_trường Mỹ_Apple sẽ giới_thiệu các biến_thể chỉ hỗ_trợ eSIM cho loạt iPhone 14
42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Tổng thiệt_hại vụ cháy gần 2 tỷ đồng.Vụ cháy lớn xảy ra tại chợ Mường_Thanh vào rạng sáng 66 tuy không gây thiệt_hại về người nhưng đã gióng lên hồi chuông cảnh_tỉnh về công_tác quy_hoạch quản_lý nhất là công_tác phòng_chống cháy nổ tại khu_vực chợ này.Vụ cháy khiến 7 lán nhà tạm cùng nhiều hàng_hóa của người_dân bị thiêu rụi hoàn_toàn số còn lại bị cháy thiệt_hại khoảng 30.Ông Nguyễn_Văn_Quý Phó Chủ_tịch UBND phường Mường_Thanh thành_phố Điện_Biên_Phủ tỉnh Điện_Biên cho biết Vào hồi 2 giờ 10 phút ngày 66 tại khu_vực chợ Mường_Thanh thuộc địa_bàn tổ_dân_phố 3 phường Mường_Thanh xảy ra 1 vụ cháy thiêu rụi toàn_bộ quầy hàng của 9 hộ kinh_doanh hàng mã tạp_hóa đồ nhựa
43,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Được biết trong giai_đoạn tới HANEL xác_định mục_tiêu hàng_đầu là củng_cố vị_thế doanh_nghiệp tiên_phong về công_nghệ số bên cạnh việc tiếp_tục phát_huy và bứt_phá ở những mảng kinh_doanh truyền_thống triển_khai các dự_án khoa_học công_nghệ xây_dựng các sản_phẩm công_nghệ_cao trong các lĩnh_vực mà Hanel có thế mạnh như giao_thông vận_tải logistic để mở_rộng thị_trường tạo bước phát_triển bứt_phá cho công_ty trong kỷ_nguyên của chuyển_đổi số và kinh_tế số.Đáng chú_ý Hanel đã liên_tiếp được trao nhiều giải_thưởng uy_tín trong giai_đoạn 2020 2022 với giải_pháp Giao_thông thông_minh.Ban tổ_chức chương_trình cho biết đã nhận được 156 hồ_sơ dự thi và đã lựa_chọn được 35 doanh_nghiệp với 48 sản_phẩm giải_pháp số để vinh_danh ở 3 hạng_mục Top Doanh_nghiệp công_nghiệp 40 Top Tổ chứcDoanh nghiệp KHCN và đổi_mới sáng_tạo Top Doanh_nghiệp có sản_phẩm số thông_minh và giải_pháp công_nghệ công_nghiệp 40.Tổng_Giám_đốc HANEL Bùi_Thị_Hải_Yến cho biết ngay từ giai_đoạn 2011 2014 khi cuộc Cách_mạng công_nghiệp 40 bắt_đầu diễn ra mạnh_mẽ trên quy_mô toàn thế_giới HANEL đã nhận thấy tiềm_năng phát_triển của Việt_Nam trong xu_thế này với vai_trò là một trung_tâm kinh_tế thương_mại du_lịch của khu_vực
44,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Cách đây một tuần Justin_Bieber thông_báo mắc hội_chứng Ramsay_Hunt khiến một phần cơ mặt bị liệt.Tại đây cô chia_sẻ về tình_trạng bệnh của Justin_Bieber cũng như một năm đầy khó_khăn thử_thách mà họ đang cùng nhau trải qua.Điều không may cho anh là nhiễm virus trong thời_gian giãn cách nên không có cơ_hội uống thuốc kháng virus sớm.Tiến_sĩ Josh_Rosenberg chuyên_gia phẫu_thuật thẩm_mỹ ở Mount_Sinai_New_York_Mỹ cho biết Justin_Bieber còn trẻ và được chẩn_đoán sớm điều_trị nhanh_chóng đó là những dấu_hiệu tốt.Justin_Bieber và Hailey_Bieber không giấu người hâm_mộ về những gì họ đang phải đối_mặt.Đây cũng là virus gây ra bệnh thủy đậu ở trẻ_em và zona thần_kinh ở người_lớn.Theo Daily_Mail tiến_sĩ Nina_Lu chuyên_gia về liệt cơ_mặt tại Đại_học Y_khoa Washington nói rằng giọng ca Peaches phải mất nhiều tháng để hồi_phục.Bệnh này khiến nam ca_sĩ bị liệt một phần cơ mặt và gặp khó_khăn trong việc ăn_uống sinh_hoạt
45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Đáng chú_ý trong tổng_số xe ôtô đăng_kiểm thì có 223008 phương_tiện không đạt tiêu_chuẩn an_toàn kỹ_thuật ở lần kiểm_định thứ nhất.Hơn 223000 xe ôtô trượt đăng_kiểm trong 6 tháng đầu năm 2022.Theo báo_cáo của Bộ Giao_thông Vận_tải về công_tác bảo_đảm trật_tự an_toàn giao_thông trong quý 1 và 22022 trong số hơn 25 triệu phương_tiện đường_bộ kiểm_định tại các trung_tâm đăng_kiểm thì có 223008 phương_tiện không đạt tiêu_chuẩn an_toàn kỹ_thuật ở lần kiểm_định thứ nhất
46,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Ngoài_ra Bộ Tài_chính UBCKNN cũng đã nhận được các đơn kiến_nghị của các nhà_đầu_tư mua trái_phiếu Tân Hoàng_Minh liên_quan đến việc hoàn_trả tiền mua trái_phiếu cho các nhà_đầu_tư.Trước đó ông Vũ_Đình_Luyện Phó_tổng_giám_đốc Tân Hoàng_Minh cho biết C03 đã thu_hồi chuyển khoảng 2100 tỷ đồng vào tài_khoản tạm giữ tại Kho_bạc Nhà_nước.Ủy_ban chứng_khoán đã thông_báo trên trang thông_tin điện_tử về việc các nhà_đầu_tư mua trái_phiếu trong 9 đợt chào bán trái_phiếu riêng_lẻ của 3 doanh_nghiệp liên_quan đến tập_đoàn liên_hệ làm_việc với C03 để được giải_quyết theo quy_định Bộ Tài_chính nêu rõ.Nhiều cuộc họp đã diễn ra giữa nhà_đầu_tư và Tân Hoàng_Minh_Ủy_ban Chứng_khoán Nhà_nước và Bộ Tài_chính nhưng đến nay chưa đi đến hồi kết về thời_gian trả tiền
47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Tối 137 Cơ_quan CSĐT_– Công_an tỉnh Hải_Dương cho biết vừa ra_lệnh giữ người trong trường_hợp khẩn_cấp đối_với Phạm_QC Nguyễn_TL và Phạm_VT đều 17 tuổi và cùng trú xã Đông_Xuyên huyện Ninh_Giang để điều_tra vụ án nam_sinh lớp 10 bị đánh hội_đồng dẫn đến tử_vong xảy ra hai ngày trước.Bị đánh nam_sinh lớp 10 vùng chạy nhưng bị các đối_tượng đuổi theo tiếp_tục đấm_đá dẫn đến ngã gục tử_vong tại chỗ.Theo cơ_quan_chức_năng Cường có quan_hệ tình_cảm với T_16 tuổi
48,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Hầu_hết những tài_xế gây tai_nạn trong tình_trạng nồng_độ cồn trong máu vượt quá mức quy_định nhiều lần hoặc dương_tính với ma_túy khiến họ điều_khiển phương_tiện trong trạng_thái ảo_giác mất kiểm_soát.Theo đó lực_lượng cảnh_sát giao_thông tăng_cường tuần_tra kiểm_soát tập_trung vào đối_tượng là người điều_khiển xe môtô ôtô vi_phạm nồng_độ cồn chất kích_thích chất ma_túy khi điều_khiển phương_tiện giao_thông.Ngoài việc xử_lý người tham_gia giao_thông vi_phạm phòng CSGT đường_bộ đường_sắt còn tổ_chức vận_động quản_lý các bến_xe bến cảng chủ nhà hàng quán bar vũ_trường tuyên_truyền nhắc_nhở khách_hàng không điều_khiển phương_tiện giao_thông sau khi đã uống rượu_bia.Thiếu_tá Vũ_Đức Thịnh Tổ_trưởng Tổ công_tác Đội Cảnh_sát giao_thông_số 4 cho biết để ngăn_chặn nguy_cơ mất an_toàn giao_thông khi sử_dụng rượu_bia mà vẫn lái_xe mức vi_phạm nồng_độ cồn vượt 0400 miligamlít khí thở sẽ bị phạt_tiền từ 68 triệu đồng tước giấy_phép lái_xe từ 2224 tháng và tạm giữ xe đến 7 ngày
49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Về_phần mình chủ_tịch Barca là Joan_Laporta đã nói về bản hợp_đồng mới của gã khổng_lồ xứ Catalan như sau Cảm_ơn và xin chào_đón Lewandowski đến với Barca.Tôi vừa có vài buổi tập cùng với các đồng_đội mới và đã sẵn_sàng bước vào trận đấu tới của Barca gặp đại kình_địch Real_Madrid vào ngày 247 tới.Rồi giới chuyên_môn và người hâm_mộ lại đặt ra câu hỏi Lewy đi rồi ai sẽ là vua dội bom cho Bayern.Vì_thế không nhất_thiết phải cần người thay_thế hoàn_toàn Robert_Lewandowski.Barca cần Lewandowski ngôi_sao với đẳng_cấp đã được cả thế_giới thừa_nhận.Với Lewandowski trong đội_hình chúng_tôi hy_vọng Barca sẽ lấy lại vị_thế của một trong những CLB hàng_đầu thế_giới Laporta chia_sẻ.Dù từng chơi cho chính đại kình_địch Borussia_Dortmund song những danh_hiệu lớn nhất của Robert_Lewandowski chủ_yếu đến từ 8 năm anh thi_đấu dưới màu áo Bayern_Munich
50,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Việt_Nam là điểm dừng chân đầu_tiên của tàu Hải_quân Hoa_Kỳ_USNS_Mercy để khởi_động chương_trình Đối_tác Thái_Bình_Dương 2022 với nhiều quốc_gia.Các hoạt_động của PP22 sẽ diễn ra tại tỉnh Phú_Yên từ ngày 20637.Chương_trình Đối_tác Thái_Bình_Dương năm 2022 Pacific_Partnership_PP22 được sự đồng_ý của Chính_phủ Việt_Nam đã chính_thức bắt_đầu triển_khai tại tỉnh Phú_Yên vào ngày 206.Tại buổi lễ khai_mạc Phó Chủ_tịch Ủy_ban Nhân_dân tỉnh Phú_Yên Đào Mỹ_cảm_ơn đoàn PP22 đã xây_dựng chương_trình hoạt_động hiệu_quả phù_hợp trên cả 4 nhánh hoạt_động chính là Xây_dựng y_tế phòng_chống thiên_tai thảm_họa và giao_lưu cộng_đồng và vì đã lựa_chọn Phú_Yên là điểm dừng chân đầu_tiên trong kế_hoạch hoạt_động năm nay
51,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Ngày 286 Mạnh đưa xe đi Hà_Nội sửa.Sau khi gây tai_nạn chiếc xe ô_tô đã bỏ đi để lại hiện_trường là nạn_nhân và dẫn tới hậu_quả anh Đồng_tử_vong
52,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Diễn_biến thời_tiết nắng nóng gay gắt diện rộng ở miền Bắc trong những ngày gần đây đã làm tiêu_thụ điện của miền Bắc tăng rất mạnh.EVN cho biết trong bối_cảnh nhu_cầu tiêu_thụ điện miền Bắc tăng rất cao do nắng nóng gay_gắt kéo_dài nguồn phát_điện cũng gặp khó_khăn.Ngay việc sử_dụng điện trong sinh_hoạt thì nguy_cơ quá_tải sự_cố nhảy aptomat thậm_chí nguy_cơ gây cháy nổ vào những ngày nắng_nóng cao_điểm cũng sẽ tăng cao so với bình_thường đại_diện EVN cho hay.Tối 187 Tập_đoàn Điện_lực Việt_Nam EVN cho biết diễn_biến thời_tiết nắng nóng gay gắt diện rộng ở miền Bắc trong những ngày gần đây đã làm tiêu_thụ điện của miền Bắc tăng rất mạnh
53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Ngày 167 Công_an thành_phố Phủ Lý_Hà_Nam cho_biết đơn_vị vừa hoàn_tất hồ_sơ xử_phạt nam tài_xế không chấp_hành kiểm_tra nồng_độ cồn đỗ ô_tô giữa đường rồi bỏ đi.Tài_xế đã bỏ lại xe_máy bế con rời đi không chịu kiểm_tra.Bạn_bè ép nhậu nên tôi bỏ về trước chưa đến nhà thì bị CSGT kiểm_tra tài_xế Q nói.Em không uống nhiều mấy anh thông_cảm để em chạy xe về nhà sáng_mai đi làm sớm tài_xế này liên_tục xin CSGT bỏ_qua lỗi vi_phạm.Khi tổ công_tác cương_quyết yêu_cầu kiểm_tra nồng_độ cồn thì tài_xế này ngồi_phịch xuống cạnh đường thật_thà Say quá anh_em cho mình thở một lúc rồi đo có được không.Tôi biết uống bia mà lái_xe là vi_phạm nhưng anh_em mời không từ_chối được.Khoảng 20 h tổ công_tác dừng ô_tô mang BKS_35A_098XX kiểm_tra nồng_độ cồn tài_xế không_những không chấp_hành mà đỗ ô_tô giữa đường rồi bỏ đi.Nhiều lần nhắc_nhở đo nồng_độ cồn không thành CSGT cho biết sẽ lập thêm lỗi tài_xế không chấp_hành hiệu_lệnh của CSGT thì ông này mới hợp_tác
54,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Đây là lần thứ ba Trung_Quốc để mảnh vỡ từ tên lửa của nước này rơi không kiểm_soát từ vũ_trụ về Trái_Đất.Tên lửa này đưa phòng_thí_nghiệm Vấn_Thiên lên trạm vũ_trụ Thiên_Cung của Trung_Quốc đang bay trên quỹ_đạo quanh Trái_Đất CNN ngày 267 đưa tin.Sau khi hoàn_thành nhiệm_vụ tên lửa đang rơi tự_do trở_về khí_quyển Trái_Đất.Năm 2021 lõi tên lửa của Trung_Quốc nặng gần 20 tấn rơi tự_do vào khí_quyển ngang qua hai thành_phố lớn của Mỹ là Los_Angeles và New_York trước khi rơi xuống Đại Tây_Dương.Trang tin Guanchacn có trụ_sở tại Thượng_Hải cho biết Các phương_tiện truyền_thông Mỹ và phương Tây cố_tình phóng_đại và phóng_đại_sự mất kiểm_soát của mảnh vỡ tên lửa Trung_Quốc và xác_suất thiệt_hại do mảnh vỡ tên lửa gây ra rõ_ràng là với ý_đồ xấu
55,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Theo French_Medics những phụ_nữ ăn chế_độ ăn thực_vật không lành_mạnh có nguy_cơ mắc ung_thư vú cao hơn.Đến với CHEK_Genomics ngay trong hôm_nay để thực_hiện xét_nghiệm chẩn_đoán và tầm soát ung_thư vú di_truyền một nhanh_chóng và kịp_thời nhất.Theo WHO một_số yếu_tố làm tăng nguy_cơ ung_thư vú bao_gồm tuổi_tác ngày_càng tăng béo phì sử_dụng rượu quá nhiều tiền sử gia_đình mắc bệnh ung_thư vú tiền_sử phơi nhiễm phóng_xạ tiền_sử sinh_sản chẳng_hạn như tuổi bắt_đầu có kinh_nguyệt và tuổi khi mang thai lần đầu sử_dụng thuốc_lá và liệu_pháp hormone sau mãn_kinh.Theo_dõi hơn 65000 phụ_nữ sau mãn_kinh trong hơn hai thập_kỷ các bác_sĩ nhận thấy những người ăn các thực_phẩm lành_mạnh có nguy_cơ mắc bệnh ung_thư vú thấp hơn 14 trong khi những người ăn các thực_phẩm có nguồn_gốc thực_vật không lành_mạnh có nguy_cơ phát_triển bệnh tăng 20.Phụ_nữ bị ung_thư vú trước hoặc trong khi điều_trị nên hỏi bác_sĩ về những cách giảm_thiểu ảnh_hưởng đến ngoại_hình năng_lượng và sức_khỏe.Nghiên_cứu cho thấy có rất nhiều phụ_nữ mắc ung_thư vú gặp khó_khăn trong quan_hệ tình_dục.Những phát_hiện này nhấn_mạnh rằng việc tăng tiêu_thụ thực_phẩm thực_vật lành_mạnh và giảm tiêu_thụ thực_phẩm thực_vật và thực_phẩm động_vật kém lành_mạnh có_thể giúp ngăn_ngừa tất_cả các loại ung_thư.Theo các chuyên_gia về sức_khỏe sinh_sản các vấn_đề về tình_dục trong hoặc sau khi điều_trị ung_thư vú rất phổ_biến
56,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Khi ông Ngọc nhận CCCD từ một shipper tên Nguyễn_Trần_Khánh_Duy thì lực_lượng chức_năng có_mặt mời ông Ngọc cùng người shipper về trụ_sở công_an phường làm rõ.Ban Thường_vụ Đảng_ủy Công_an TP đã giao Phòng Cảnh_sát Quản_lý hành_chính về trật_tự xã_hội tham_mưu thành_lập đoàn kiểm_tra việc thực_hiện Đề_án 06 trong đó tập_trung kiểm_tra quy_trình cấp trả thẻ CCCD của các đơn_vị kịp_thời phát_hiện chấn_chỉnh các sơ_hở thiếu_sót phát_hiện và xử_lý nghiêm hành_vi vi_phạm.13 h chiều 55 có một người liên_lạc hẹn ông Ngọc đến một địa_điểm ở đường Nguyễn_Văn_Lượng phường 11 để nhận CCCD.Ban giám_đốc Công_an TPHCM chỉ_đạo các đơn_vị nghiệp_vụ công_an các quận_huyện và TP Thủ_Đức tháo_gỡ các khó_khăn vướng_mắc bất_cập trong công_tác thu_nhận hồ_sơ_cấp CCCD và trả thẻ CCCD tạo điều_kiện để người dân được giải_quyết thủ_tục hành_chính nhanh_chóng hạn_chế nguyên_nhân phát_sinh tiêu_cực.Đến nay Thanh_tra Công_an TPHCM_và Công_an quận Gò_Vấp đã xác_minh ban_đầu thông_tin liên_quan đến thông_tin có đường_dây làm dịch_vụ CCCD gắn chíp tốn_phí xảy ra tại Công_an quận Gò_Vấp.Theo thượng_tá Hà sau khi nhận được phản_ánh của báo_chí Giám_đốc Công_an TPHCM đã giao Thanh_tra Công_an TPHCM phối_hợp với Công_an quận Gò_Vấp thực_hiện xác_minh điều_tra xử_lý nghiêm vụ_việc.Tại đây khi ông Ngọc nhận CCCD từ một shipper Tổ thanh_tra mời ông Ngọc và người giao hàng về Công_an phường 11 quận Gò_Vấp để làm rõ.Công_an TP HCM cho hay đã đình_chỉ công_tác đại_úy Lê_Ngọc_Minh_đội cảnh_sát quản_lý hành_chính về trật_tự xã_hội Công_an quận Gò_Vấp để điều_tra xử_lý hành_vi liên_quan đến việc_làm nhanh CCCD
