cluster_id,score,summary
45,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Theo báo cáo của Bộ Giao thông Vận tải về công tác bảo đảm trật tự an toàn giao thông trong quý 1 và 2/2022, trong số hơn 2,5 triệu phương tiện đường bộ kiểm định tại các trung tâm đăng kiểm thì có 223.008 phương tiện không đạt tiêu chuẩn an toàn kỹ thuật ở lần kiểm định thứ nhất..Thực hiện chỉ đạo của Bộ Giao thông Vận tải, Cục đăng kiểm Việt Nam phối hợp với lực lượng cảnh sát giao thông, thanh tra giao thông tăng cường kiểm tra, rà soát và xử lý nghiêm các trường hợp vi phạm thay đổi hình dáng, kết cấu của xe..Có một số nguyên nhân phổ biến khiến ô tô không đạt tiêu chuẩn kỹ thuật trong lần kiểm định đầu tiên như hệ thống phanh, khí thải và hệ thống lái, bánh xe và thay đổi hệ thống chịu tải."
46,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Liên quan đến bị hại trong vụ án “Lừa đảo chiếm đoạt tài sản” xảy ra tại Tập đoàn Tân Hoàng Minh, Thiếu tướng Nguyễn Văn Thành, Cục phó C03 đánh giá, vụ án Tân Hoàng Minh là vụ án lớn, với trên 6.000 bị hại, số tiền chiếm đoạt lên tới 8.800 tỷ đồng..Mục đích của C03 thu hồi toàn bộ tài sản và mong muốn sớm chi trả cho các bị hại là nhà đầu tư theo quy định của pháp luật..Tuy nhiên hiện nay mới có khoảng 50% bị hại đến trình báo, cung cấp chứng từ cho cơ quan điều tra..Đại diện C03 khẳng định, đây là vụ án lớn, được Ban Chỉ đạo Trung ương về phòng, chống tham nhũng tiêu cực đưa vào diện theo dõi chỉ đạo nên chúng tôi sẽ thực hiện rất nghiêm theo đúng trình tự thủ tục pháp luật."
47,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Như ANTĐ thông tin, khoảng 20h ngày 11-7, khi em Đ.Q.H, 16 tuổi, ở thôn Đồng Hội, xã Hồng Phong, huyện Ninh Giang, tỉnh Hải Dương đang dạy các em thiếu nhi ở nhà văn hóa thôn, bất ngờ xuất hiện một nhóm thanh niên lạ mặt xông vào đánh em H..Khi H gục xuống, nhóm thanh niên bỏ đi, người dân đưa nam sinh đi cấp cứu nhưng H đã tử vong..Tối 13/7, Cơ quan CSĐT – Công an tỉnh Hải Dương cho biết, vừa ra lệnh giữ người trong trường hợp khẩn cấp đối với Phạm Q.C, Nguyễn T.L và Phạm V.T (đều 17 tuổi và cùng trú xã Đông Xuyên, huyện Ninh Giang) để điều tra vụ án nam sinh lớp 10 bị đánh hội đồng dẫn đến tử vong, xảy ra hai ngày trước."
48,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nhằm đảm bảo trật tự an toàn giao thông trên địa bàn, phòng CSGT đường bộ - đường sắt Công an TP Hồ Chí Minh triển khai thực hiện cao điểm kiểm tra, xử lý các hành vi vi phạm trật tự an toàn giao thông từ ngày 20/6 đến hết ngày 20/9..Theo đó, lực lượng cảnh sát giao thông tăng cường tuần tra kiểm soát, tập trung vào đối tượng là người điều khiển xe môtô, ôtô vi phạm nồng độ cồn, chất kích thích, chất ma túy khi điều khiển phương tiện giao thông..Chỉ huy Phòng Cảnh sát giao thông (Công an thành phố Hà Nội) khẳng định, từ nay đến hết năm 2022, các tổ chuyên đề, các đội cảnh sát giao thông địa bàn sẽ tăng cường tuần tra, kiểm soát khép kín các khung giờ, xử lý các trường hợp vi phạm không có vùng cấm nhằm mục tiêu kiềm chế, kéo giảm số vụ tai nạn giao thông, nhất là các vụ tai nạn có nguyên nhân từ vi phạm nồng độ cồn, ma túy..Tối ngày 30/6, trên giao lộ Nguyễn Thị Minh Khai - Lý Chính Thắng, quận 3, lực lượng CSGT đường bộ - đướng sắt Công an TP Hồ Chí Minh đã xử lý nhiều trường hợp người điều khiển phương tiện tham gia giao thông có nồng độ cồn."
49,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Chúng tôi vô cùng tự hào vì Lewandowski nói rõ cậu ấy muốn đầu quân cho Barca""..Lewandowski đã chính thức là người Barca sau khi hoàn tất thương vụ chuyển nhượng trị giá 42,5 triệu bảng từ Bayern Munich..""Tôi vừa có vài buổi tập cùng với các đồng đội mới và đã sẵn sàng bước vào trận đấu tới của Barca (gặp đại kình địch Real Madrid vào ngày 24/7 tới..Dù từng chơi cho chính ""đại kình địch"" Borussia Dortmund song những danh hiệu lớn nhất của Robert Lewandowski chủ yếu đến từ 8 năm anh thi đấu dưới màu áo Bayern Munich..Về phần mình, chủ tịch Barca là Joan Laporta đã nói về bản hợp đồng mới của gã khổng lồ xứ Catalan như sau: ""Cảm ơn và xin chào đón Lewandowski đến với Barca..""Tôi luôn muốn chơi ở La Liga, trong màu áo CLB lớn nhất..Tôi rất vui khi được gia nhập Barcelona."
50,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Tham dự PP22, ngoài các chuyên gia trong các lĩnh vực y tế, xây dựng, ứng phó thiên tai, thảm họa của hải quân Mỹ, còn có các chuyên gia, bác sĩ đến từ các nước Australia, Anh, Nhật Bản, các quốc gia và tổ chức nước ngoài như Philippines, Indonesia, Papua New Guinea và Fiji..Chương trình Đối tác Thái Bình Dương năm 2022 (Pacific Partnership - PP22) được sự đồng ý của Chính phủ Việt Nam, đã chính thức bắt đầu triển khai tại tỉnh Phú Yên vào ngày 20/6..Trong thời gian thực hiện PP22 kéo dài đến ngày 3-7, nhóm chỉ huy PP22 sẽ tới chào xã giao lãnh đạo UBND tỉnh Phú Yên; phối hợp với các cơ quan địa phương thực hiện nhiều hoạt động nhân đạo, bao gồm: Khám, chữa bệnh cho người dân; trao đổi chuyên môn y tế; xây mới, sửa chữa trường học, bệnh xá; tham gia giao lưu cộng đồng và đồng tổ chức hội thảo về công tác phòng, chống thiên tai..Trong khuôn khổ chương trình, nhóm chỉ huy PP22 của Hoa Kỳ và các nước sẽ phối hợp các cơ quan, địa phương thực hiện các hoạt động nhân đạo: khám chữa bệnh cho người dân; trao đổi chuyên môn y tế; xây mới, sửa chữa trường học, bệnh xá; tham gia giao lưu cộng đồng và đồng tổ chức hội thảo về công tác đối phó thiên tai."
51,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Ngày 29-6, Công an huyện Yên Lạc, tỉnh Vĩnh Phúc cho biết, đã xác định được lái xe gây tai nạn chết người xảy ra vào tối 26-6 tại đoạn đường vành đai 3 thuộc thôn Đông Mẫu, xã Yên Đồng..Trước đó, khoảng 19h35, ngày 26-6, tại đoạn đường vành đai 3 thuộc thôn Đông Mẫu, xã Yên Đồng xảy ra vụ tai nạn giao thông nghiêm trọng giữa xe máy do anh Nguyễn Văn Đồng (SN 1999, trú tại xã Vĩnh Thịnh, huyện vĩnh Tường điều khiển) với ô tô chưa rõ BKS."
52,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Theo số liệu từ Trung tâm Điều độ Hệ thống điện Quốc gia, vào trưa ngày 18/7, công suất tiêu thụ điện của miền Bắc đã lập mức đỉnh mới là 22.800 MW, cao hơn tới khoảng 4.200 MW so với cùng kỳ 2021 (tương đương mức tăng 22,6%) và cũng cao hơn 500 MW so với mức kỷ lục điện tiêu thụ gần đây nhất là vào ngày 21/6/2022..Trong bối cảnh nhu cầu tiêu thụ điện miền Bắc tăng rất cao do nắng nóng gay gắt kéo dài thì nguồn phát điện cũng gặp khó khăn, một số tổ máy nhiệt điện bị sự cố như: Cẩm Phả, Thăng Long, Quảng Ninh, Ninh Bình, Mông Dương 2 với tổng công suất không phát điện được tương ứng khoảng 1.555 MW..Theo số liệu từ Trung tâm Điều độ Hệ thống điện Quốc gia, vào trưa ngày 18-7, công suất tiêu thụ điện của miền Bắc đã lập mức đỉnh mới là 22.800 MW – cao hơn tới khoảng 4.200 MW so với cùng kỳ 2021 (tương đương 22,6%) và cũng cao hơn 500 MW so với mức kỷ lục gần đây nhất là vào ngày 21-6-2022..Theo số liệu từ Trung tâm Điều độ Hệ thống điện Quốc gia, vào trưa ngày 18/7/2022, công suất tiêu thụ điện của miền Bắc đã lập mức đỉnh mới là 22.800 MW - cao hơn tới khoảng 4.200 MW so với cùng kỳ 2021 (tương đương 22,6%) và cũng cao hơn 500 MW so với mức kỷ lục gần đây nhất là vào ngày 21/6/2022."
53,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Hơn 7h tối 8/7, tổ công tác của Đội CSGT số 1, Phòng CSGT Đường bộ - đường sắt, Công an tỉnh Quảng Ninh, triển khai phương án xử lý nồng độ cồn đối với tài xế trên quốc lộ 18A, đoạn qua TP Uông Bí..Thượng úy Trần Đức Huy, Phó đội trưởng phụ trách Đội CSGT số 1, cho biết đơn vị chọn vị trí này để tổ chức kiểm tra vì đây là điểm rẽ vào trung tâm TP Uông Bí..Chỉ sau vài phút chốt chặn, tổ công tác đã phát hiện một nam thanh niên điều khiển xe máy BKS 14V1-20.5xx chở theo sau một thanh niên khác, có dấu hiệu vi phạm..""Mặc dù cơ quan chức năng liên tục tuyên truyền, kiểm tra, xử lý, quá trình thực hiện nhiệm vụ, đơn vị đã phát hiện không ít trường hợp sử dụng bia, rượu khi điều khiển phương tiện và bị xử lý đến kịch khung"", thượng úy Huy cho hay..Cũng trong tối cùng ngày, tổ công tác phát hiện tài xế Tạ Đình Đ. điều khiển ô tô mang BKS 90A- 096.XX vi phạm nồng độ cồn..CSGT chia thành nhiều nhóm lái xe đặc chủng trên đường, nếu phát hiện tài xế có biểu hiện nghi vấn liền dừng phương tiện kiểm tra..Khi cán bộ CSGT tìm được thì tài xế này lại đề nghị: ""Các đồng chí cho xử phạt tại chỗ để lấy xe về mai còn đi làm""..Tài xế Tạ Đình Đ. phân trần với tổ công tác, do thời tiết nắng nóng anh Đ. chỉ uống vài cốc bia giải khát nhưng không ngờ nồng độ cồn lại ở mức cao như vậy."
54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Năm 2021, lõi tên lửa của Trung Quốc nặng gần 20 tấn rơi tự do vào khí quyển, ngang qua hai thành phố lớn của Mỹ là Los Angeles và New York, trước khi rơi xuống Đại Tây Dương..Tầng đầu tiên của Trường Chinh 5B sẽ vỡ ra khi đạt độ cao theo thiết kế nhưng kinh nghiệm trước đây cho thấy phần lõi tên lửa dài 30 m có thể đâm xuống đất ở tốc độ vài trăm kilomet mỗi giờ, theo Jonathan McDowell, nhà thiên văn học ở Trung tâm vật lý thiên văn Harvard-Smithsonian..Rạng sáng ngày 24/7, Trung Quốc phóng thành công tên lửa Long March 5B nặng 23 tấn từ đảo Hải Nam..CNN dẫn thông báo của Bộ Tư lệnh không gian Mỹ cho biết, các mảnh vỡ còn sót lại của tên lửa đẩy Trường Chinh 5B được phóng lên không gian ngày 24/7 đang rơi tự do trở về khí quyển Trái Đất..Mang theo phòng thí nghiệm mang tên Wentian nặng 22 tấn, tên lửa Long March 5B đã đến trạm vũ trụ Tiangong (Thiên Cung) của Trung Quốc 13 giờ sau đó, theo tờ China Daily."
55,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Nghiên cứu cho thấy, có rất nhiều phụ nữ mắc ung thư vú gặp khó khăn trong quan hệ tình dục..Những tác động về thể chất và cảm xúc của bệnh ung thư vú và các phương pháp điều trị của nó có thể khiến tình dục không còn là ưu tiên trong cuộc sống của người bệnh..Hóa trị có thể ảnh hưởng đến hoạt động của buồng trứng, suy giảm estrogen… Nhiều phụ nữ trước đây từng cảm thấy tốt khi quan hệ tình dục bây giờ cảm thấy khó khăn hoặc đau đớn khi giao hợp..Những ảnh hưởng của ung thư vú đến đời sống tình dục.Cách để cải thiện quan hệ tình dục ở phụ nữ bị ung thư vú.Theo các chuyên gia về sức khỏe sinh sản, các vấn đề về tình dục trong hoặc sau khi điều trị ung thư vú rất phổ biến..Theo WHO, một số yếu tố làm tăng nguy cơ ung thư vú bao gồm tuổi tác ngày càng tăng, béo phì, sử dụng rượu quá nhiều, tiền sử gia đình mắc bệnh ung thư vú, tiền sử phơi nhiễm phóng xạ, tiền sử sinh sản (chẳng hạn như tuổi bắt đầu có kinh nguyệt và tuổi khi mang thai lần đầu), sử dụng thuốc lá và liệu pháp hormone sau mãn kinh..Theo ThS. BSNT Nguyễn Xuân Tuấn, chuyên ngành ung thư, một số tác dụng phụ khi điều trị ung thư vú có ảnh hưởng đến nội tiết và có thể làm suy giảm tình dục."
56,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Công an TP HCM cho hay đã đình chỉ công tác đại úy Lê Ngọc Minh, đội cảnh sát quản lý hành chính về trật tự xã hội, Công an quận Gò Vấp để điều tra, xử lý hành vi liên quan đến việc ""làm nhanh CCCD""..Trước đó có thông tin cho rằng, tại khu vực trước đội đội Cảnh sát quản lý hành chính về trật tự xã hội – Công an quận Gò Vấp gần đây xuất hiện tình trạng “cò” làm Căn cước công dân (CCCD) gắn chíp..Công an TP.HCM cho hay đã đình chỉ công tác 1 tháng Đại úy Lê Ngọc Minh, đội cảnh sát quản lý hành chính về trật tự xã hội, Công an quận Gò Vấp để điều tra, xử lý hành vi liên quan đến việc ""làm nhanh CCCD""..Đúng thời gian trên, ông Ngọc được Đại úy Lê Ngọc Minh là cán bộ Đội Cảnh sát quản lý hành chính về trật tự xã hội Công an quận Gò Vấp làm thủ tục cấp CCCD..Thượng tá Lê Mạnh Hà, Phó trưởng phòng Tham mưu Công an TP.HCM cho biết, qua thông tin báo chí phản ánh về việc dịch vụ làm nhanh căn cước công dân tốn phí xảy ra tại Công an quận Gò Vấp, Ban giám đốc Công an TP.HCM đã chỉ đạo Thanh Tra Công an TP.HCM phối hợp cùng Công an quận Gò Vấp để xác minh làm rõ và xử lý nghiêm..Người bị tạm đình chỉ công tác là Đại úy Lê Ngọc Minh, cán bộ thuộc đội Cảnh sát quản lý hành chính về trật tự xã hội – Công an quận Gò Vấp..Liên quan đến việc đại úy Lê Ngọc Minh, cán bộ Công an quận Gò Vấp, bị cáo buộc nhận làm nhanh CCCD, thượng tá Lê Mạnh Hà - Phó trưởng Phòng tham mưu Công an TP.HCM - cho biết vụ việc đang được xác minh, làm rõ..“Kết quả điều tra ban đầu cho thấy hành vi vi phạm của đại úy Minh có tính chất đơn lẻ, lợi dụng vị trí công tác trong tiếp nhận hồ sơ, đề xuất và trả thẻ CCCD để trục lợi, gây ảnh hưởng xấu đến hình ảnh, uy tín của Công an TP.HCM."
57,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Chào mừng kỷ niệm 132 năm Ngày sinh Chủ tịch Hồ Chí Minh (19/5/1890- 19/5/2022); chào mừng Đại hội Đoàn các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XII, sáng 14/5, tại trường Quốc học Huế (TP Huế), Trung ương Đoàn TNCS Hồ Chí Minh, Trung ương Hội Liên hiệp thanh niên Việt Nam, Trung ương Hội thầy thuốc trẻ Việt Nam tổ chức Hành trình “Thầy thuốc trẻ làm theo lời Bác, tình nguyện vì sức khỏe cộng đồng năm 2022- Chăm sóc sức khỏe hậu COVID-19”..Sáng nay (14/5), tại thành phố Huế, tỉnh Thừa Thiên Huế, Trung ương Đoàn TNCS Hồ Chí Minh phối hợp với Hội Liên hiệp Thanh niên Việt Nam và Hội Thầy thuốc trẻ Việt Nam tổ chức Lễ ra quân “Hành trình Thầy thuốc trẻ làm theo lời Bác, tình nguyện vì sức khỏe cộng đồng năm 2022-Chăm sóc sức khỏe hậu Covid-19”..Đặc biệt, đây cũng là hoạt động quan trọng kỷ niệm 132 năm Ngày sinh Chủ tịch Hồ Chí Minh (19/5/1890- 19/5/2022); chào mừng Đại hội Đoàn các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XII..“Kết quả của Chương trình sẽ là những bông hoa tươi đẹp nhất chào mừng kỷ niệm 132 năm Ngày sinh Chủ tịch Hồ Chí Minh vĩ đại; là những sản phẩm cụ thể và thiết thực nhất của Đoàn TNCS Hồ Chí Minh, Hội Liên hiệp Thanh niên Việt Nam, Hội thầy thuốc trẻ Việt Nam, đặc biệt là lực lượng y bác sĩ, thầy thuốc, nhân viên y tế trẻ đóng góp cho cộng động, xã hội và đất nước trong giai đoạn và có ý nghĩa quan trọng này”, đồng chí Trần Tuấn Anh bày tỏ..“Vì vậy, tôi rất hoan nghênh Trung ương Đoàn TNCS Hồ Chí Minh, Trung ương Hội Liên hiệp thanh niên Việt Nam, Trung ương Hội thầy thuốc trẻ Việt Nam tổ chức Hành trình “Thầy thuốc trẻ làm theo lời Bác, tình nguyện vì sức khỏe cộng đồng năm 2022- Chăm sóc sức khỏe hậu COVID-19” ngày hôm nay”, đồng chí Trần Tuấn Anh nhấn mạnh."
58,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Thí sinh Võ Thanh Thảo (SBD 168) tiếp tục khẳng định vị thế của mình trên BXH “Người đẹp được yêu thích nhất”, với 3025 lượt bình chọn hiện cô đang giữ vị trí No.1 trên BXH..Với khoảng cách điểm bình chọn hiện tại, sẽ có thí sinh nào đủ sức để gây “áp lực” đến vị trí dẫn đầu của người đẹp Võ Thanh Thảo hay không?.Với 3100 điểm bình chọn, ví trí đầu bảng vẫn thuộc về cô, chặng đua đang đi đến giai đoạn nước rút, liệu danh hiệu “Người đẹp được yêu thích nhất” Hoa hậu Doanh nhân Việt Nam 2022 sẽ thuộc về người đẹp Võ Thanh Thảo?"
59,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Hàng trăm người đã bỏ chạy ở miền trung nước Ý khi các thùng xăng phát nổ trong một đám cháy rừng gần thị trấn Lucca miền Trung nước này, tình trạng tương tự cũng đang diễn ra tại Hy Lạp khi cháy rừng kết hợp gió giật đang hoành hành ở vùng núi phía bắc thủ đô Athens..Theo cảnh báo của các nhà khoa học, nhiều khả năng châu Âu đang phải đối mặt với đợt sóng nhiệt tồi tệ nhất trong hơn 2 thế kỷ, hiện tượng châm ngòi cho các đợt cháy rừng tàn khốc trong khi nhiệt độ tiếp tục gia tăng ở mức kỷ lục tại nhiều khu vực của châu lục..Ở Tây Ban Nha, khoảng 20 đám cháy rừng vẫn đang hoành hành và không thể kiểm soát được ở các vùng khác nhau của đất nước, từ phía nam đến cực tây bắc ở Galicia, nơi đám cháy cho đến nay đã thiêu rụi khoảng 4.400 ha đất trong tuần này, nhà chức trách cho biết..Cháy rừng cũng khiến một phần phía đông bắc thành phố Trieste của nước Ý rơi vào tình trạng mất điện và nước, trong khi 14 khu vực đô thị bao gồm Rome, Milan và Florence đã được đặt trong tình trạng báo động về sóng nhiệt hôm thứ Năm tuần trước..Nhiệt độ cao đặc biệt này đã làm bùng phát các đám cháy lớn trên nhiều vùng khắp Tây Ban Nha, dẫn đến cái chết của 1 lính cứu hỏa và 1 người chăn cừu ở phía tây bắc của đất nước..Ở Hy Lạp, khói dày đặc đã làm mù bầu trời trên núi Penteli, cách Athens 27 km về phía bắc, nơi gần 500 lính cứu hỏa, 120 xe chữa cháy và 15 máy bay chở nước đã khống chế không cho ngọn lửa lan rộng..Nhiệt độ nắng nóng chưa từng có đã đẩy các mặt hàng vốn không được bán nhiều ở châu Âu như quạt máy, điều hòa nhiệt độ hay vòi phun nước trở nên bán chạy hơn bao giờ hết."
