cluster_id,score,summary
28,[],Chúng_ta không thể tránh khỏi những áp lực vô hình nào từ các quốc gia khác đối với nền kinh_tế toàn_cầu lúc này.
29,[],Nguyên_nhân khiến việc cấp hộ_chiếu vaccine chậm_trễ là do thông_tin của người dân khai_báo khi đi tiêm trước đây không chính_xác đặc_biệt là trong các khoảng thời_gian đỉnh_điểm dịch bùng_phát tại nhiều tỉnh_thành.
30,[],"Khi những cầu thủ lớn tuổi nhất của Quỷ đỏ đang dần mất đi những ngón nghề ưu việt của mình để trở thành một HLV thực sự, họ sẽ phải làm gì tiếp theo?"
31,[],Không khó hiểu khi một loạt yếu tố như_nhân tố từ cuộc xung_đột Nga Ukraine sẽ có_thể làm thay_đổi chuỗi cung_ứng và thương_mại toàn_cầu.
32,[],"Chưa đủ 18 tuổi tụ_tập ở các quán internet và các nhà_nghỉ chơi_bời lêu_lổng không có sự quản_lý của gia_đình, khi hết tiền các đối_tượng này bàn nhau đi cướp tài_sản."
33,[],Mỹ dường như là quốc_gia ủng_hộ mạnh mẽ nhất việc giới_hạn giá dầu của Nga. Kế_hoạch này có_ thể phản_động nếu những người tiêu_dùng quan_trọng không tham_gia vào kế_hoạch này.
34,[],"Sau tiếng chửi_bới, thấy căn phòng khoá cửa kín hàng_xóm đến gõ cửa nhưng không thấy trả lời. Nghi_án người đàn ông sát_hại người_tình rồi treo cổ tự_tử đã được công_an phát hiện."
35,[],Vụ_án mạng nghiêm_trọng xảy ra tại quán nhậu trên địa bàn xã Minh_Hưng huyện Bù_Đăng. Sau khi gây_án Tiệp bỏ về và cố_thủ trong nhà.
36,[],"Tại các điểm cầu gửi xe buýt trên cả nước sẽ hiện ra các bảng điện tử thông tin về thủ tục hành chính đăng_ký khai_sinh. Cũng giống như BHYT, UB_BHXH Việt Nam đã có hướng dẫn chi tiết cách đăng_tin, khai_sinh trực tuyến để bảo đảm_chính xác, nhanh chóng và thuận tiện cho người dân."
37,[],Hôm nay ( 22/8 ) là lần thứ 2 Bộ Y_tế công_bố danh_mục các thuốc nguyên_liệu làm_thuốc có giấy đăng_ký lưu_hành hết hiệu_lực trong khoảng thời_gian từ 30/12/2021 đến trước 31/12/2022.
38,[],"Trong thời gian gần đây, Vietlott liên tục tìm được những vé_số trúng_giải Jackpot với giá_trị khủng. Mới đây nhất 1 tấm vé trúng giải Jackpot 2 trị_giá hơn 4 tỷ đồng cũng đã được Vietlott tìm thấy."
39,[],"Có_nhiều giải đấu lớn nhỏ ở tầm quốc gia, nhưng mỗi mùa giải lại có những điều khác biệt. Điều đó giúp cho Danang_Dragons có được điều đó chỉ trong 1 tuần."
40,[],Giá cà_phê thế_giới giảm khoảng 2 3_5 % thì giá cà_phê nội địa tăng mạnh 900 1.000 đồng kg. Giá cà_phê trong nước hôm nay tiếp_tục giảm mạnh so với cùng thời điểm sáng qua.
41,[],Nhiều báo_cáo gần đây đã chỉ ra dòng iPhone 14 của Apple sẽ ra_mắt đúng_hẹn vào tháng 9 tới.
42,[],"Sáng nay ( 6/6 ) một vụ cháy lớn đã xảy ra tại chợ Mường_Thanh ( TP Điện Biên Phủ, tỉnh Điện Biên ) gây thiệt hại gần 2 tỷ đồng."
43,[],Hanel đã liên tiếp được trao nhiều giải_thưởng uy tín trong giai_đoạn 2011 2014 với giải_pháp Giao_thông thông_minh.
44,[],"Những người như Justin_Bieber, hay như ca sĩ Nhật Bản như thường_nhìn thấy nhau là cười nhưng không thể chớp mắt. Họ phải làm sao đây?"
45,[],"Trong 6 tháng đầu năm 2022 đã có hơn 2,5 triệu phương_tiện đường_bộ kiểm_tra_kiểm_51.770 xe, trong đó có 9.154 xe vi_phạm tải_trọng tước 1.434 giấy_phép lái_xe nộp kho_bạc nhà_nước 49,81 tỷ đồng."
46,[],"Trước nhiều vụ_ án ""đầu tư khủng "" xảy ra tại Tập đoàn Tân Hoàng_Minh, Bộ Tài_chính vừa có văn bản thông_tin liên_quan đến vụ_án Lừa_đảo chiếm_đoạt tài_sản xảy ra tại Tập_đoàn Tân Hoàng_Minh."
47,[],"Trong quá trình điều tra xác_ minh về vụ việc nam sinh lớp 10 bị đánh hội đồng dẫn đến tử vong, Công_an tỉnh Hải_Dương đã xác định được nhóm đối tượng gây ra vụ việc."
48,[],Trong rất nhiều trường hợp người điều_khiển phương_tiện tham gia giao thông sau khi uống rượu bia sẽ bị xử phạt_tiền từ 6-8_triệu đồng tước giấy phép lái_xe đến 7 ngày.
49,[],Robert Lewandowski đã chính_thức trở thành người đại diện cho Barca tại PSG. Đồng thời anh cũng là một trong những cầu thủ vĩ đại nhất lịch sử Hùm xám.
50,[],Đây là lần thứ hai Chương_trình Đối_tác Thái_Bình_Dương được tổ_chức tại Phú_Yên nhằm mục_đích thúc_đẩy hợp_tác trong lĩnh_vực hỗ_trợ nhân_đạo và cứu_trợ thiên_tai.
51,[],Sau hai ngày nỗ lực truy tìm tài xế gây ra tai_nạn chết người trên địa_bàn huyện Yên_Lạc rồi bỏ trốn Công_an huyện Yên_Lạc đã phát hiện và tạm giữ tài_xế gây tai_nạn.
